"sep=,"
id,timestamp,accuracy,loss,correct,incorrect,total,c.B2.tp,c.B2.fn,c.B2.fp,c.B3.tp,c.B3.fn,c.B3.fp,c.B4.tp,c.B4.fn,c.B4.fp,c.UPS.tp,c.UPS.fn,c.UPS.fp,c.VS.tp,c.VS.fn,c.VS.fp,c.VSV.tp,c.VSV.fn,c.VSV.fp,c.none.tp,c.none.fn,c.none.fp,env.os,env.platform,env.sox,env.java.1,env.java.2,env.java.3,env.keras,env.tf,env.gpu,pipeline.AudioLoadTask,pipeline.AudioLoadTask.mdb,pipeline.AudioLoadTask.dataset_name,pipeline.AudioLoadTask.source,pipeline.SplitIntoPartsTask,pipeline.SplitIntoPartsTask.part_length,pipeline.SplitIntoPartsTask.strides,pipeline.SplitIntoPartsTask.label_min_cover_length,pipeline.CreateSpectrogramTask,pipeline.CreateSpectrogramTask.sampling_rate,pipeline.CreateSpectrogramTask.x_pixels_per_sec,pipeline.CreateSpectrogramTask.height,pipeline.CreateSpectrogramTask.window,pipeline.ExtractHOGHWRecogTask,pipeline.KFoldSeparationTask,pipeline.KFoldSeparationTask.k,pipeline.KFoldSeparationTask.val_bins,pipeline.KFoldSeparationTask.test_bins,pipeline.KFoldSeparationTask.n,pipeline.CreateNNModelTask,pipeline.CreateNNModelTask.name,pipeline.CreateNNModelTask.model.name,pipeline.CreateNNModelTask.model.layers.1.class_name,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.2,pipeline.CreateNNModelTask.model.layers.1.config.batch_input_shape.3,pipeline.CreateNNModelTask.model.layers.1.config.dtype,pipeline.CreateNNModelTask.model.layers.1.config.sparse,pipeline.CreateNNModelTask.model.layers.1.config.ragged,pipeline.CreateNNModelTask.model.layers.1.config.name,pipeline.CreateNNModelTask.model.layers.2.class_name,pipeline.CreateNNModelTask.model.layers.2.config.name,pipeline.CreateNNModelTask.model.layers.2.config.trainable,pipeline.CreateNNModelTask.model.layers.2.config.batch_input_shape.2,pipeline.CreateNNModelTask.model.layers.2.config.batch_input_shape.3,pipeline.CreateNNModelTask.model.layers.2.config.dtype,pipeline.CreateNNModelTask.model.layers.2.config.filters,pipeline.CreateNNModelTask.model.layers.2.config.kernel_size.1,pipeline.CreateNNModelTask.model.layers.2.config.strides.1,pipeline.CreateNNModelTask.model.layers.2.config.padding,pipeline.CreateNNModelTask.model.layers.2.config.data_format,pipeline.CreateNNModelTask.model.layers.2.config.dilation_rate.1,pipeline.CreateNNModelTask.model.layers.2.config.groups,pipeline.CreateNNModelTask.model.layers.2.config.activation,pipeline.CreateNNModelTask.model.layers.2.config.use_bias,pipeline.CreateNNModelTask.model.layers.2.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.2.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.3.class_name,pipeline.CreateNNModelTask.model.layers.3.config.name,pipeline.CreateNNModelTask.model.layers.3.config.trainable,pipeline.CreateNNModelTask.model.layers.3.config.dtype,pipeline.CreateNNModelTask.model.layers.3.config.strides.1,pipeline.CreateNNModelTask.model.layers.3.config.pool_size.1,pipeline.CreateNNModelTask.model.layers.3.config.padding,pipeline.CreateNNModelTask.model.layers.3.config.data_format,pipeline.CreateNNModelTask.model.layers.4.class_name,pipeline.CreateNNModelTask.model.layers.4.config.name,pipeline.CreateNNModelTask.model.layers.4.config.trainable,pipeline.CreateNNModelTask.model.layers.4.config.dtype,pipeline.CreateNNModelTask.model.layers.4.config.filters,pipeline.CreateNNModelTask.model.layers.4.config.kernel_size.1,pipeline.CreateNNModelTask.model.layers.4.config.strides.1,pipeline.CreateNNModelTask.model.layers.4.config.padding,pipeline.CreateNNModelTask.model.layers.4.config.data_format,pipeline.CreateNNModelTask.model.layers.4.config.dilation_rate.1,pipeline.CreateNNModelTask.model.layers.4.config.groups,pipeline.CreateNNModelTask.model.layers.4.config.activation,pipeline.CreateNNModelTask.model.layers.4.config.use_bias,pipeline.CreateNNModelTask.model.layers.4.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.4.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.5.class_name,pipeline.CreateNNModelTask.model.layers.5.config.name,pipeline.CreateNNModelTask.model.layers.5.config.trainable,pipeline.CreateNNModelTask.model.layers.5.config.dtype,pipeline.CreateNNModelTask.model.layers.5.config.strides.1,pipeline.CreateNNModelTask.model.layers.5.config.pool_size.1,pipeline.CreateNNModelTask.model.layers.5.config.padding,pipeline.CreateNNModelTask.model.layers.5.config.data_format,pipeline.CreateNNModelTask.model.layers.6.class_name,pipeline.CreateNNModelTask.model.layers.6.config.name,pipeline.CreateNNModelTask.model.layers.6.config.trainable,pipeline.CreateNNModelTask.model.layers.6.config.dtype,pipeline.CreateNNModelTask.model.layers.6.config.filters,pipeline.CreateNNModelTask.model.layers.6.config.kernel_size.1,pipeline.CreateNNModelTask.model.layers.6.config.strides.1,pipeline.CreateNNModelTask.model.layers.6.config.padding,pipeline.CreateNNModelTask.model.layers.6.config.data_format,pipeline.CreateNNModelTask.model.layers.6.config.dilation_rate.1,pipeline.CreateNNModelTask.model.layers.6.config.groups,pipeline.CreateNNModelTask.model.layers.6.config.activation,pipeline.CreateNNModelTask.model.layers.6.config.use_bias,pipeline.CreateNNModelTask.model.layers.6.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.6.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.7.class_name,pipeline.CreateNNModelTask.model.layers.7.config.name,pipeline.CreateNNModelTask.model.layers.7.config.trainable,pipeline.CreateNNModelTask.model.layers.7.config.dtype,pipeline.CreateNNModelTask.model.layers.7.config.strides.1,pipeline.CreateNNModelTask.model.layers.7.config.pool_size.1,pipeline.CreateNNModelTask.model.layers.7.config.padding,pipeline.CreateNNModelTask.model.layers.7.config.data_format,pipeline.CreateNNModelTask.model.layers.8.class_name,pipeline.CreateNNModelTask.model.layers.8.config.name,pipeline.CreateNNModelTask.model.layers.8.config.trainable,pipeline.CreateNNModelTask.model.layers.8.config.dtype,pipeline.CreateNNModelTask.model.layers.8.config.data_format,pipeline.CreateNNModelTask.model.layers.9.class_name,pipeline.CreateNNModelTask.model.layers.9.config.name,pipeline.CreateNNModelTask.model.layers.9.config.trainable,pipeline.CreateNNModelTask.model.layers.9.config.dtype,pipeline.CreateNNModelTask.model.layers.9.config.units,pipeline.CreateNNModelTask.model.layers.9.config.activation,pipeline.CreateNNModelTask.model.layers.9.config.use_bias,pipeline.CreateNNModelTask.model.layers.9.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.9.config.bias_initializer.class_name,pipeline.CreateNNModelTask.model.layers.10.class_name,pipeline.CreateNNModelTask.model.layers.10.config.name,pipeline.CreateNNModelTask.model.layers.10.config.trainable,pipeline.CreateNNModelTask.model.layers.10.config.dtype,pipeline.CreateNNModelTask.model.layers.10.config.rate,pipeline.CreateNNModelTask.model.layers.11.class_name,pipeline.CreateNNModelTask.model.layers.11.config.name,pipeline.CreateNNModelTask.model.layers.11.config.trainable,pipeline.CreateNNModelTask.model.layers.11.config.dtype,pipeline.CreateNNModelTask.model.layers.11.config.units,pipeline.CreateNNModelTask.model.layers.11.config.activation,pipeline.CreateNNModelTask.model.layers.11.config.use_bias,pipeline.CreateNNModelTask.model.layers.11.config.kernel_initializer.class_name,pipeline.CreateNNModelTask.model.layers.11.config.bias_initializer.class_name,pipeline.CreateNNModelTask.prepare_args.add_dim,pipeline.TrainNNModelTask,pipeline.TrainNNModelTask.epochs,pipeline.TrainNNModelTask.save_every,pipeline.RecognizeNNTask,pipeline.RecognizeNNTask.validate.AudioLoadTask,pipeline.RecognizeNNTask.validate.AudioLoadTask.mdb,pipeline.RecognizeNNTask.validate.AudioLoadTask.dataset_name,pipeline.RecognizeNNTask.validate.AudioLoadTask.source,pipeline.RecognizeNNTask.validate.SplitIntoPartsTask,pipeline.RecognizeNNTask.validate.SplitIntoPartsTask.part_length,pipeline.RecognizeNNTask.validate.SplitIntoPartsTask.strides,pipeline.RecognizeNNTask.validate.SplitIntoPartsTask.label_min_cover_length,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.sampling_rate,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.x_pixels_per_sec,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.height,pipeline.RecognizeNNTask.validate.CreateSpectrogramTask.window,pipeline.RecognizeNNTask.validate.ExtractHOGHWRecogTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.k,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.val_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.test_bins,pipeline.RecognizeNNTask.validate.KFoldSeparationTask.n,pipeline.RecognizeNNTask.model_path,pipeline.ExtractionJSONTask
nn_cnn_1d_scs_r3_p30s10l80%_hog_100/8aaa544cf0b03bb6dfae30ca1b43d55f698ae075/rec/rec_22c780cada8899860559ca70ad751a697673bd9c_e52.report,2020-11-13T10:38:13Z,0.7266009852216748,0.810329232751949,295,111,406,34,24,36,30,28,24,30,28,13,53,5,5,46,12,9,47,11,8,55,3,16,Linux,Linux-3.10.0-1127.19.1.el7.x86_64-x86_64-with-glibc2.10,14.4.2,"openjdk version ""1.8.0_262""",OpenJDK Runtime Environment (build 1.8.0_262-b10),"OpenJDK 64-Bit Server VM (build 25.262-b10, mixed mode)",2.4.0,2.3.1,"device: 0, name: Tesla P100-PCIE-12GB, pci bus id: 0000:08:00.0, compute capability: 6.0",1,simple_call_seq/metadata.json,simple_call_seq,simple_call_seq/audio,2,0.03,0.01,0.8,3,500000,4000,512,Ham,4,5,8,1,2,5,6,cnn_1d_scs_r3_p30s10l80%_hog_100,sequential,InputLayer,53,288,float32,False,False,conv1d_input,Conv1D,conv1d,True,53,288,float32,32,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d,True,float32,2,2,valid,channels_last,Conv1D,conv1d_1,True,float32,64,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_1,True,float32,2,2,valid,channels_last,Conv1D,conv1d_2,True,float32,64,3,1,valid,channels_last,1,1,relu,True,GlorotUniform,Zeros,MaxPooling1D,max_pooling1d_2,True,float32,2,2,valid,channels_last,Flatten,flatten,True,float32,channels_last,Dense,dense,True,float32,1024,relu,True,GlorotUniform,Zeros,Dropout,dropout,True,float32,0.5,Dense,dense_1,True,float32,7,softmax,True,GlorotUniform,Zeros,False,7,100,100,8,1,simple_call_seq/metadata.json,simple_call_seq,simple_call_seq/audio,2,0.03,0.01,0.8,3,500000,4000,512,Ham,4,5,8,1,2,5,simple_call_seq/models/nn_cnn_1d_scs_r3_p30s10l80%_hog_100/8aaa544cf0b03bb6dfae30ca1b43d55f698ae075/best_val_acc_e052_v0.7833.h5,9
